"employee_id","employee_number","employee_name","preferred_name","gender","nationality","date_of_birth","age","marital_status","employment_status","employee_type","full_time_part_time","hire_date","confirmation_date","termination_date","termination_reason","length_of_service","legal_entity","business_unit","department","division","section","cost_center","position_id","position_title","job_family","job_grade","job_level","line_manager_id","line_manager_name","location","country","city","employment_category"
"BLD-100933","EMP000932","Manoj Baig","Manoj","Male","Egyptian","1978-11-15","46","Married","Terminated","Permanent","Full Time","2011-07-18","2011-10-16","2024-12-17","Resignation - Personal Reasons","13.4","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00932","Coordinator - Supply Chain & Logistics","Supply Chain & Logistics","G4","Staff","BLD-100983","Aisha Mendoza","Cairo Site","Egypt","Cairo","Local"
"BLD-100934","EMP000933","Jose El-Sayed","Jose","Male","Nepali","1981-03-08","44","Single","Terminated","Permanent","Full Time","2013-09-29","2013-12-28","2025-12-02","Resignation - Personal Reasons","12.2","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 1","CC-178","POS-00933","Associate - Engineering & Maintenance","Engineering & Maintenance","G1","Staff","BLD-100851","Mohamed Rai","Doha Site","Qatar","Doha","Expatriate"
"BLD-100935","EMP000934","Reem Youssef","Reem","Female","Sri Lankan","1977-08-18","46","Married","Terminated","Permanent","Full Time","2011-06-06","2011-09-04","2024-01-16","Resignation - Relocation","12.6","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-00934","Senior Officer - Sales & Distribution","Sales & Distribution","G9","Supervisory","BLD-100804","Suresh Khan","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100936","EMP000935","Manoj Kapoor","Manoj","Male","Qatari","1978-04-17","47","Single","Active","Permanent","Full Time","2014-01-22","2014-04-22",,,"11.9","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00935","Associate - Finance","Finance","G1","Staff","BLD-100516","Reem Islam","Doha Site","Qatar","Doha","Local"
"BLD-100937","EMP000936","Dina Farouk","Dina","Female","Jordanian","1969-02-03","56","Married","Active","Contract","Full Time","2018-03-24","2018-06-22",,,"7.8","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 3","CC-916","POS-00936","Team Lead - Marketing","Marketing","G8","Supervisory","BLD-101252","Ramesh Sharma","Doha Site","Qatar","Doha","Expatriate"
"BLD-100938","EMP000937","Arjun Mahmoud","Arjun","Male","Filipino","1965-05-08","60","Single","Terminated","Permanent","Full Time","2015-03-19","2015-06-17","2025-08-13","Resignation - Better Opportunity","10.4","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 3","CC-310","POS-00937","Coordinator - Sales & Distribution","Sales & Distribution","G1","Staff","BLD-100227","Bishnu Al-Marri","Doha Site","Qatar","Doha","Expatriate"
"BLD-100939","EMP000938","Rajesh Fernandes","Rajesh","Male","Egyptian","1978-08-07","45","Married","Terminated","Permanent","Full Time","2014-01-09","2014-04-09","2023-09-16","Resignation - Better Opportunity","9.7","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-00938","Coordinator - Sales & Distribution","Sales & Distribution","G2","Staff","BLD-100356","Ramesh El-Sayed","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100940","EMP000939","Anita Mahmoud","Anita","Female","Jordanian","1995-09-08","28","Married","Terminated","Permanent","Full Time","2016-03-06","2016-06-04","2023-12-03","Resignation - Relocation","7.7","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00939","Senior Officer - Finance","Finance","G6","Supervisory","BLD-100250","Rajesh Reyes","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100941","EMP000940","Kavita Chowdhury","Kavita","Female","Egyptian","1967-06-10","56","Single","Terminated","Contract","Full Time","2021-05-25","2021-08-23","2024-01-27","Resignation - Better Opportunity","2.7","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-00940","Officer - Finance","Finance","G4","Staff","BLD-100236","Suresh El-Sayed","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100942","EMP000941","Sanjay Fernandes","Sanjay","Male","Nepali","1984-02-01","41","Married","Terminated","Permanent","Full Time","2014-12-29","2015-03-29","2025-06-03","Resignation - Relocation","10.4","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00941","Senior Technician - Procurement","Procurement","G6","Supervisory","BLD-100902","Noor Islam","Doha Site","Qatar","Doha","Expatriate"
"BLD-100943","EMP000942","Faisal Al-Sayed","Faisal","Male","Egyptian","1996-01-19","29","Married","Terminated","Permanent","Full Time","2019-08-04","2019-11-02","2025-08-28","End of Contract - Not Renewed by Employee","6.1","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 3","CC-370","POS-00942","Assistant - Supply Chain & Logistics","Supply Chain & Logistics","G2","Staff","BLD-100072","Jose Reyes","Cairo Site","Egypt","Cairo","Local"
"BLD-100944","EMP000943","Prakash Kapoor","Prakash","Male","Sri Lankan","1993-08-22","32","Married","Active","Permanent","Full Time","2016-01-13","2016-04-12",,,"10","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 1","CC-662","POS-00943","Senior Officer - Farm Operations","Farm Operations","G6","Supervisory","BLD-100931","Bikram Hassan","Doha Site","Qatar","Doha","Expatriate"
"BLD-100945","EMP000944","Deepak El-Sayed","Deepak","Male","Pakistani","1982-06-24","41","Single","Terminated","Permanent","Full Time","2013-02-02","2013-05-03","2023-07-17","End of Contract - Not Renewed by Employee","10.5","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-00944","Operator - Production","Production","G1","Staff","BLD-100127","Ravi Iqbal","Doha Site","Qatar","Doha","Expatriate"
"BLD-100946","EMP000945","Dina Mahmoud","Dina","Female","Sudanese","1962-11-23","62","Married","Terminated","Permanent","Full Time","2010-04-19","2010-07-18","2025-02-02","Resignation - Personal Reasons","14.8","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 3","CC-637","POS-00945","Specialist - Procurement","Procurement","G7","Supervisory","BLD-101219","Santosh Mansour","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100947","EMP000946","Manoj Fernandes","Manoj","Male","Egyptian","1963-01-04","62","Single","Terminated","Permanent","Full Time","2014-07-29","2014-10-27","2025-12-05","Termination - Redundancy","11.4","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 2","CC-310","POS-00946","Supervisor - People & Culture","People & Culture","G9","Supervisory","BLD-100347","Ahmed Santos","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100948","EMP000947","Hassan Chowdhury","Hassan","Male","Filipino","1969-06-09","56","Single","Active","Permanent","Full Time","2011-10-14","2012-01-12",,,"14.2","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-00947","Technician - Production","Production","G3","Staff","BLD-100483","Ahmed Khan","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100949","EMP000948","Fatima Reyes","Fatima","Female","Egyptian","1974-11-23","51","Married","Active","Permanent","Full Time","2017-11-28","2018-02-26",,,"8.1","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-00948","Specialist - Finance","Finance","G8","Supervisory","BLD-101270","Shobha Thapa","Cairo Site","Egypt","Cairo","Local"
"BLD-100950","EMP000949","Nadia Al-Marri","Nadia","Female","Qatari","1961-10-22","63","Married","Terminated","Permanent","Full Time","2013-09-13","2013-12-12","2025-05-29","Resignation - Personal Reasons","11.7","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-00949","Assistant - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G1","Staff","BLD-101163","Ali Santos","Al Khor Site","Qatar","Al Khor","Local"
"BLD-100951","EMP000950","Yasmin Sharma","Yasmin","Female","Egyptian","1962-05-23","63","Married","Active","Permanent","Full Time","2010-04-08","2010-07-07",,,"15.7","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 2","CC-310","POS-00950","Manager - Sales & Distribution","Sales & Distribution","G10","Managerial","BLD-101292","Noor Al-Sayed","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100952","EMP000951","Santosh Baig","Santosh","Male","Egyptian","1968-03-23","57","Married","Terminated","Permanent","Full Time","2020-03-01","2020-05-30","2025-08-17","Resignation - Relocation","5.5","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 3","CC-370","POS-00951","Assistant - Supply Chain & Logistics","Supply Chain & Logistics","G1","Staff","BLD-100957","Mohamed Mansour","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100953","EMP000952","Ali Gurung","Ali","Male","Egyptian","1980-06-09","45","Married","Active","Permanent","Full Time","2018-08-12","2018-11-10",,,"7.4","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00952","Associate - Supply Chain & Logistics","Supply Chain & Logistics","G2","Staff","BLD-101115","Krishna Youssef","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100954","EMP000953","Kavita Mahmoud","Kavita","Female","Nepali","1991-08-08","31","Single","Terminated","Permanent","Full Time","2014-05-01","2014-07-30","2023-06-18","End of Contract - Not Renewed by Employee","9.1","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 2","CC-637","POS-00953","Associate - Procurement","Procurement","G1","Staff","BLD-100083","Ali Al-Kuwari","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100955","EMP000954","Omar Ibrahim","Omar","Male","Jordanian","1982-02-16","43","Single","Terminated","Permanent","Full Time","2011-02-14","2011-05-15","2025-10-26","Resignation - Better Opportunity","14.7","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 3","CC-118","POS-00954","Technician - R&D","R&D","G4","Staff","BLD-101212","Layla Chowdhury","Doha Site","Qatar","Doha","Expatriate"
"BLD-100956","EMP000955","Ravi Santos","Ravi","Male","Egyptian","1993-10-11","31","Married","Terminated","Contract","Full Time","2013-11-23","2014-02-21","2025-05-31","Termination - Redundancy","11.5","Baladna Egypt","Operations","Production","Operations","Production - Section 2","CC-956","POS-00955","Associate - Production","Production","G1","Staff","BLD-100508","Sameer Rai","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100957","EMP000956","Mohamed Mansour","Mohamed","Male","Egyptian","1971-01-09","52","Married","Terminated","Permanent","Full Time","2018-10-15","2019-01-13","2023-11-22","Resignation - Better Opportunity","5.1","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00956","Senior Officer - Supply Chain & Logistics","Supply Chain & Logistics","G6","Supervisory","BLD-101241","Prakash Kapoor","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100958","EMP000957","Hassan Mahmoud","Hassan","Male","Pakistani","1972-09-19","51","Married","Terminated","Permanent","Full Time","2018-04-13","2018-07-12","2024-05-19","Resignation - Better Opportunity","6.1","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 1","CC-916","POS-00957","Supervisor - Marketing","Marketing","G7","Supervisory","BLD-100505","Rajesh Malik","Doha Site","Qatar","Doha","Expatriate"
"BLD-100959","EMP000958","Anil Chowdhury","Anil","Male","Sudanese","1968-09-06","57","Single","Active","Permanent","Full Time","2016-11-26","2017-02-24",,,"9.1","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 3","CC-310","POS-00958","Coordinator - People & Culture","People & Culture","G1","Staff","BLD-101104","Juan Gurung","10th of Ramadan City Site","Egypt","10th of Ramadan City","Expatriate"
"BLD-100960","EMP000959","Rajesh Thapa","Rajesh","Male","Egyptian","1968-10-08","57","Married","Active","Permanent","Full Time","2011-09-13","2011-12-12",,,"14.3","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 1","CC-577","POS-00959","Officer - Corporate & Executive Office","Corporate & Executive Office","G3","Staff","BLD-100582","Santosh Islam","Doha Site","Qatar","Doha","Expatriate"
"BLD-100961","EMP000960","Ravi Ahmed","Ravi","Male","Filipino","1999-08-14","26","Single","Active","Permanent","Full Time","2019-09-16","2019-12-15",,,"6.3","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 1","CC-662","POS-00960","Senior Technician - Farm Operations","Farm Operations","G8","Supervisory","BLD-100724","Mohamed El-Sayed","Doha Site","Qatar","Doha","Expatriate"
"BLD-100962","EMP000961","Layla Malik","Layla","Female","Pakistani","1962-01-07","63","Married","Active","Permanent","Full Time","2013-03-18","2013-06-16",,,"12.8","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 1","CC-289","POS-00961","Associate - IT & Digital","IT & Digital","G2","Staff","BLD-100134","Arjun Mendoza","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100963","EMP000962","Santosh Mendoza","Santosh","Male","Egyptian","1997-03-21","27","Single","Terminated","Contract","Full Time","2021-08-09","2021-11-07","2024-06-29","Resignation - Relocation","2.9","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00962","Supervisor - Finance","Finance","G6","Supervisory","BLD-101328","Ali Ahmed","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100964","EMP000963","Faisal Al-Sayed","Faisal","Male","Filipino","1977-05-10","46","Single","Terminated","Permanent","Full Time","2012-02-21","2012-05-21","2024-02-10","End of Contract - Not Renewed by Employee","12","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-00963","Assistant - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G2","Staff","BLD-100495","Krishna Youssef","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100965","EMP000964","Shobha El-Sayed","Shobha","Female","Sudanese","1958-04-23","65","Single","Terminated","Permanent","Full Time","2011-07-08","2011-10-06","2023-12-11","End of Contract - Not Renewed by Employee","12.4","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-00964","Associate - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G1","Staff","BLD-100756","Bishnu Reyes","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100966","EMP000965","Manoj Rai","Manoj","Male","Jordanian","1970-01-05","55","Single","Active","Permanent","Full Time","2011-03-08","2011-06-06",,,"14.8","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 2","CC-956","POS-00965","Associate - Production","Production","G1","Staff","BLD-100329","Santosh Cruz","Doha Site","Qatar","Doha","Expatriate"
"BLD-100967","EMP000966","Nadia Mahmoud","Nadia","Female","Egyptian","1972-04-12","52","Married","Terminated","Permanent","Full Time","2017-09-03","2017-12-02","2024-12-05","Resignation - Relocation","7.3","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00966","Technician - Supply Chain & Logistics","Supply Chain & Logistics","G3","Staff","BLD-100072","Jose Reyes","Cairo Site","Egypt","Cairo","Local"
"BLD-100968","EMP000967","Krishna Santos","Krishna","Male","Egyptian","1983-11-13","39","Single","Terminated","Permanent","Full Time","2018-10-14","2019-01-12","2023-09-07","Resignation - Relocation","4.9","Baladna Egypt","Operations","Production","Operations","Production - Section 1","CC-956","POS-00967","Supervisor - Production","Production","G6","Supervisory","BLD-100993","Faisal Chowdhury","Cairo Site","Egypt","Cairo","Local"
"BLD-100969","EMP000968","Juan Malik","Juan","Male","Egyptian","1958-02-12","65","Married","Terminated","Permanent","Full Time","2011-04-17","2011-07-16","2023-09-19","Termination - Disciplinary","12.4","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 3","CC-662","POS-00968","Operator - Farm Operations","Farm Operations","G5","Staff","BLD-100961","Ravi Ahmed","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100970","EMP000969","Santosh Iqbal","Santosh","Male","Nepali","1974-06-25","51","Married","Active","Permanent","Full Time","2021-08-09","2021-11-07",,,"4.4","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 2","CC-956","POS-00969","Coordinator - Production","Production","G2","Staff","BLD-100704","Waleed Gurung","Doha Site","Qatar","Doha","Expatriate"
